"GruppeId";"PositionGruppenId";"PositionId";"PositionNeuId";"ValidFromDate";"ValidToDate";"PositionTitle";"PositionHinweis";"PositionAusFach";"PositionFachgebiete";"PositionPunktWert";"PositionGeldWert";"PositionZusatz";"PositionLogik"
"";"1.3";"11ca";"";"20100601";"";"Intravenöse Injektion: bei Serieninjektionsbehandlung ab der 4. Injektion";"";"0";"";"4";"";"";""
"";"1.3";"16a";"";"20100601";"";"Punktion aus oberflächlichen Körperteilen, Muskel- bzw. Nervennadelbiopsie";"z. B. kleinen Höhlen und Lymphknoten, kalten Abszessen, Haematomen, fraglichen Tumoren o. Ä., einschließlich Oberflächen- Anästhesie.";"0";"";"14";"";"";""
"1.4";"";"";"";"20100601";"";"Sonderleistungen: Augenheilkunde";"";"0";"";"";"";"";""
"";"1.4";"22a";"";"20100601";"";"Brillenbestimmung bei Astigmatismus (Javal)";"";"0";"3";"10";"";"";""
"";"1.4";"22b";"";"20100601";"";"Skiaskopie (nach Lindner)";"Bei Kindern bis zu 14 Jahren, darüber mit besonderer Begründung.";"0";"3";"10";"";"";""
"";"1.4";"22c";"";"20100601";"";"Untersuchung mit dem Refraktometer";"";"0";"3";"10";"";"";""
"";"1.4";"22d";"";"20100601";"";"Untersuchung des Lichtsinnes mit dem Adaptometer";"";"0";"3";"10";"";"";""
"";"1.4";"22e";"";"20100601";"";"Untersuchung der Farbtüchtigkeit (nach Stilling)";"";"0";"";"10";"";"";""
"";"1.4";"22g";"";"20100601";"";"Prüfung des Gesichtsfeldes (kinetische bzw. statische Perimetrie)";"";"0";"";"20";"";"";""
"";"1.4";"22h";"";"20100601";"";"Untersuchung mit rotfreiem Licht";"";"0";"3";"3";"";"";""
"";"1.4";"22i";"";"20100601";"";"Tonometrie, Impressionstonometrie, beidseitig";"";"0";"";"5";"";"";""
"";"1.4";"22j";"";"20100601";"";"Applanationstonometrie";"Inklusive Untersuchung mit der Spaltlampe beidseitig, nicht neben 22i verrechenbar.";"0";"3";"15";"";"";""
"";"1.4";"22k";"";"20100601";"";"Untersuchung mit dem Exophthalmometer oder der Durchleuchtungslampe";"";"0";"3";"10";"";"";""
"";"1.4";"22l";"";"20100601";"";"Untersuchung mit dem Hornhautmikroskop (Spaltlampe)";"";"0";"";"10";"";"";""
"";"1.4";"22m";"";"20100601";"";"Eingehende Prüfung des binokularen Sehaktes, des Muskelgleichgewichtes und des Doppelsehens";"";"0";"3,19,20";"5";"";"";""
"";"1.4";"22n";"";"20100601";"";"Untersuchung mit dem Kontaktglas";"Bei Glaukomverdacht und Erkrankungen der Netzhaut.
Verrechenbar 1 x jährlich, ausgenommen bei akuter diagnostischer Notwendigkeit.";"0";"3";"15";"";"";""
"";"1.4";"22o";"";"20100601";"";"Schirmertest";"";"0";"3";"5";"";"";""
"";"1.4";"23a";"";"20100601";"";"Entfernung von Fremdkörpern";"Aus der Hornhaut, aus der Lederhaut oder eingebrannter Fremdkörper aus der Bindehaut.";"0";"";"20";"";"";""
"";"1.4";"24a";"";"20100601";"";"Wimpernepilation";"";"0";"";"15";"";"";""
"";"1.4";"24c";"";"20100601";"";"Spaltung des Hordeolums";"";"0";"";"15";"";"";""
"";"1.4";"22f";"";"20100601";"";"Untersuchung der Farbtüchtigkeit (Ishihara, Anomaloskop)";"";"0";"";"10";"";"";""
"1.5";"";"";"";"20100601";"";"Sonderleistungen: Chirurgie, Unfallchirurgie und Orthopädie";"";"0";"";"";"";"";""
"";"1.5";"25a";"";"20100601";"";"Kleine Wunde mit Naht (Klammer)";"";"0";"";"16";"";"";""
"";"1.5";"25b";"";"20100601";"";"Abtragung einer großen Brandblase";"";"0";"";"8";"";"";""
"";"1.5";"25c";"";"20100601";"";"Abtragung mehrerer großer Brandblasen in einer Sitzung";"";"0";"";"14";"";"";""
"";"1.5";"26a";"";"20100601";"";"Incision von oberflächlichen Abszessen";"Furunkeln, einer Paronychie, eines Panaritium cutaneum oder eines vereiterten Atheroms oder eines oberflächlichen Hämatoms (pro Sitzung).";"0";"";"15";"";"";""
"";"1.5";"26b";"";"20100601";"";"Paquelinisierung (bei Furunkulose) pro Sitzung";"";"0";"";"15";"";"";""
"";"1.5";"26c";"";"20100601";"";"Abtragung einer Eiterblase";"";"0";"";"5";"";"";""
"";"1.5";"26d";"";"20100601";"";"Exkochleation, Ätzung oder Kaustik einer Warze";"";"0";"";"8";"";"";""
"";"1.5";"26e";"";"20100601";"";"Exkochleation, Ätzung oder Kaustik mehrerer Warzen in einer Sitzung";"";"0";"";"15";"";"";""
"";"1.5";"26f";"";"20100601";"";"Abtragung leicht zugänglicher gestielter Geschwülste";"";"0";"";"15";"";"";""
"";"1.5";"26g";"";"20100601";"";"Entfernung eines Daumennagels oder Nagels der großen Zehe";"";"0";"";"15";"";"";""
"";"1.5";"26h";"";"20100601";"";"Entfernung eines Nagels am 2. bis 5. Finger oder an der 2. bis 5. Zehe";"";"0";"";"6";"";"";""
"";"1.5";"27a";"";"20100601";"";"Größerer Verband (Kopf, Schulter, Becken)";"Verband mit fertigen Zinkleimbinden oder Elastoplastverband.";"0";"";"17";"";"";""
"";"1.5";"27b";"";"20100601";"";"Zinkleimverband mit selbstaufgetragenem Zinkleim";"Pro Fall und Extremität.";"0";"";"30";"";"";""
"";"1.5";"27c";"";"20100601";"";"Redressierender Heftpflasterverband, Cingulum";"";"0";"";"15";"";"";""
"";"1.5";"27g";"";"20100601";"";"Abnahme eines kleinen Gipsverbandes";"";"0";"";"8";"";"";""
"";"1.5";"27h";"";"20100601";"";"Abnahme eines großen Gipsverbandes (Schulter, Becken, Mieder)";"";"0";"";"15";"";"";""
"";"1.5";"27i";"";"20100601";"";"Aufkeilung eines Gipsverbandes";"";"0";"";"15";"";"";""
"";"1.5";"27d";"";"20100601";"";"Gipsverband der Hand und des Unterarmes, des Fußes und des Unterschenkels, des Kniegelenkes";"Zu den Positionen 27d, 27e, 27f und 27k ist das Material auf Rezept zu verschreiben oder getrennt zu verrechnen.";"0";"";"50";"";"";""
"";"1.5";"27e";"";"20100601";"";"Gipsverband von Hand-, Unter- und Oberarm, Fuß, Unter- und Oberschenkel, Halskrawatte";"Zu den Positionen 27d, 27e, 27f und 27k ist das Material auf Rezept zu verschreiben oder getrennt zu verrechnen.";"0";"";"90";"";"";""
"";"1.5";"27f";"";"20100601";"";"Gipsverband der oberen Extremität mit Schultergürtel, der unteren Extremität mit Becken, Schiefhalsgips mit Thorax";"Zu den Positionen 27d, 27e, 27f und 27k ist das Material auf Rezept zu verschreiben oder getrennt zu verrechnen.";"0";"";"150";"";"";""
"";"1.5";"27k";"";"20100601";"";"Zuschlag für Gehbügel (nur bei nachträglicher Anbringung)";"Zu den Positionen 27d, 27e, 27f und 27k ist das Material auf Rezept zu verschreiben oder getrennt zu verrechnen.";"0";"";"10";"";"";""
"";"1.5";"28a";"";"20100601";"";"Gipsmodelle für Einlagen, je Seite";"Das Material ist auf Rezept zu verschreiben oder getrennt zu verrechnen.";"0";"";"29";"";"";""
"";"1.5";"28b";"";"20100601";"";"Herstellung von geführten Abdrücken";"Für Maß- oder Modelleinlagen mittels Trittschaummodellen (inkl. Material), je Seite.
Die gleichzeitige Verrechnung mit Position 28a ist nicht möglich; Blaudruck nicht gesondert verrechenbar.";"0";"";"12";"";"";""
"";"1.5";"29a";"";"20100601";"";"Kleine Knochen (Finger, Zehen, Rippen)";"";"0";"";"15";"";"";""
"";"1.5";"29b";"";"20100601";"";"Alle übrigen Knochen";"";"0";"";"30";"";"";""
"";"1.5";"27m";"";"20100601";"";"Korrektur des Kompressionsverbandes gem. 27l";"";"0";"";"10";"";"";""
"";"1.5";"27l";"";"20100601";"";"Elastischer Kompressionsverband";"Mit Modellierung von Schaumgummiplatten bei statischen Beinleiden (nach Sigg). Erstanlange pro Behandlungsfall und Extremität.";"0";"4,5,12";"30";"";"";""
"1.6";"";"";"";"20100601";"";"Sonderleistungen: Frauenheilkunde und Geburtshilfe";"";"0";"";"";"";"";""
"";"1.6";"30a";"";"20100601";"";"Tamponade der Gebärmutter zur Blutstillung";"";"0";"";"40";"";"";""
"";"1.6";"30b";"";"20100601";"";"Einlegen, Anpassen und Wechseln eines Pessars";"Bei Vorfall oder zur Lageverbesserung.";"0";"";"15";"";"";""
"";"1.6";"30f";"";"20100601";"";"Abstrichabnahme von Sekreten der Geschlechtsorgane";"1. Stelle.";"0";"";"4";"";"";""
"";"1.6";"30g";"";"20100601";"";"Abstrichabnahme von Sekreten der Geschlechtsorgane";"Jede weitere Stelle.";"0";"";"3";"";"";""
"";"1.6";"30h";"";"20100601";"";"Mikroskopische Untersuchung von Sekreten oder sonstigen Abstrichen";"Nativ oder mit Kalilauge oder mit einfacher Färbung (z. B. Methylenblau), 1. Präparat.";"0";"";"7";"";"";""
"";"1.6";"30i";"";"20100601";"";"Mikroskopische Untersuchung von Sekreten oder sonstigen Abstrichen";"Nativ oder mit Kalilauge oder mit einfacher Färbung (z. B. Methylenblau), jedes weitere Präparat.";"0";"";"4";"";"";""
"";"1.6";"31a";"";"20100601";"";"Untersuchung der weiblichen Geschlechtsorgane";"Bei der Geburt oder Fehlgeburt unter sterilen Bedingungen, wenn ein sonstiger geburtshilflicher Eingriff nicht stattfindet.";"0";"";"30";"";"";""
"";"1.6";"31b";"";"20100601";"";"Beistand bei pathologischer Entbindung";"für den Beistand bei einer normalen
Geburt ohne Kunsthilfe darf nur der Besuch und Pos.Nr. 31a verrechnet werden. Der Zeitaufwand, der nur auf Wunsch der Wöchnerin entsteht, ist mit dieser nach Vereinbarung zu verrechnen";"0";"";"100";"";"";""
"";"1.6";"31c";"";"20100601";"";"Manuelle Muttermunddilatation";"";"0";"";"25";"";"";""
"";"1.6";"31d";"";"20100601";"";"Zurückschieben der eingeklemmten Muttermundlippe";"";"0";"";"25";"";"";""
"";"1.6";"31e";"";"20100601";"";"Ultraschall-Untersuchungen-Doppler-Effekt";"Zur Kontrolle der fetoplazentaren Einheit.";"0";"";"30";"";"";""
"";"1.6";"30e";"";"20100601";"";"Entnahme und Aufbereitung von Abstrichmaterial für zytologische Untersuchung (nach Papanicolaou)";"Inkl. Objektträger und Fixierlösung.";"0";"";"7";"";"";""
"1.7";"";"";"";"20100601";"";"Sonderleistungen: Hals-, Nasen- und Ohrenkrakheiten";"";"0";"";"";"";"";""
"";"1.7";"32a";"";"20100601";"";"Eingehende Prüfung des statischen Gleichgewichtes";"Thermische Prüfung oder Drehprüfung, Prüfung des Provokationsnystagmus, Lage-, Lagerungs-, Schüttelnystagmus. Maximal 2 Prüfungen.";"0";"";"16";"";"";""
"";"1.7";"32b";"";"20100601";"";"Tonschwellenaudiometrie";"Die Audiometrie wird nur dann honoriert, wenn genaue schriftliche Aufzeichnungen über die ausgeführten Leistungen und die erhobenen Befunde geführt werden. Diese Unterlagen müssen aufbewahrt werden.";"0";"";"30";"";"";""
"";"1.7";"32g";"";"20100601";"";"Otomikroskopische Untersuchung";"Höchstens in 10% der Behandlungsfälle verrechenbar.
Die Untersuchung umfaßt beide Ohren.";"0";"9";"15";"";"";""
"";"1.7";"32e";"";"20100601";"";"Sprachaudiometrie";"Die Audiometrie wird nur dann honoriert, wenn genaue schriftliche Aufzeichnungen über die ausgeführten Leistungen und die erhobenen Befunde geführt werden. Diese Unterlagen müssen aufbewahrt werden.";"0";"";"40";"";"";""
"";"1.7";"32c";"";"20100601";"";"Einführung des Katheters zur Bronchographie";"Absaugen von Bronchien mittels Katheter.";"0";"";"50";"";"";""
"";"1.7";"33a";"";"20100601";"";"Entfernung von Fremdkörpern aus der Nase, dem Rachenraum oder dem Ohr";"";"0";"";"10";"";"";""
"";"1.7";"33d";"";"20100601";"";"Nasentamponade nach Bellocq";"";"0";"";"50";"";"R I";""
"";"1.7";"33c";"";"20100601";"";"Umschriebene Ätzung oder Galvanokaustik der Nasenschleimhaut";"";"0";"";"12";"";"";""
"";"1.7";"33e";"";"20100601";"";"Cerumenentfernung je Ohr";"";"0";"";"6";"";"";""
"";"1.7";"33f";"";"20100601";"";"Anwendung des Katheters auf einer oder beiden Seiten mit Bougierung oder Einspritzung";"Einschließlich Anästhesie. Je Seite";"0";"";"8";"";"";""
"";"1.7";"33g";"";"20100601";"";"Erstmalige Punktion mit Ausspülung einer Nebenhöhle";"";"0";"";"45";"";"R I";""
"";"1.7";"33h";"";"20100601";"";"Wiederholte Punktion mit Ausspülung einer Nebenhöhle, je Seite";"";"0";"";"20";"";"R I";""
"";"1.7";"33i";"";"20100601";"";"Incision eines Gehörgangfurunkels";"";"0";"";"18";"";"";""
"";"1.7";"33k";"";"20100601";"";"Attic-Spülung";"";"0";"";"8";"";"";""
"";"1.7";"33l";"";"20100601";"";"Vordere Nasentamponade";"";"0";"";"20";"";"";""
"";"1.7";"33m";"";"20100601";"";"Speichelgngsondierung";"";"0";"";"10";"";"";""
"1.8";"";"";"";"20100601";"";"Sonderleistungen: Inneren Medizin, Kinderheilkunde und Lungenkrankheiten";"";"0";"";"";"";"";""
"";"1.8";"34l";"";"20100601";"";"Bestimmung der Vitalkapazität, Tiffeneautest";"";"0";"";"3";"";"";""
"";"1.8";"34f";"";"20100601";"";"Zuschlag für EKG am Krankenbett";"";"0";"";"18";"";"";""
"";"1.8";"34h";"";"20100601";"";"Rheokardiographie, Rheoangiographie";"";"0";"8";"40";"";"";""
"";"1.8";"34q";"";"20100601";"";"Blutgasanalyse in Ruhe";"";"0";"10";"60";"";"";""
"";"1.8";"34p";"";"20100601";"";"Messung der Atemwegswiderstände";"";"0";"10";"7";"";"";""
"";"1.8";"34o";"";"20100601";"";"Provokationstest";"Wie 34m - incl. unspez. oder spez. Provokation sowie nachfolgender Broncholyse.";"0";"10";"24";"";"";""
"";"1.8";"34n";"";"20100601";"";"Bronchospasmolysetest";"Wie 34m - incl. Inhalation eines Broncholyticums.";"0";"2,7,8,10";"17";"";"";""
"";"1.8";"34m";"";"20100601";"";"Erweiterte kleine Spirographie (Vitalkapazität, Tiffeneautest, Atemgrenzwert)";"Mit graphischer Darstellung.";"0";"";"17";"";"";""
"";"1.8";"34i";"";"20100601";"";"Phonokardiographie";"Die Position 34i wird nur dann honoriert, wenn genaue schriftliche Aufzeichnungen über die ausgeführte Leistung und die erhobenen Befunde geführt werden. Diese Unterlagen müssen aufbewahrt werden. Wenn vom zuweisenden Arzt nur die Durchführung eines EKG verlangt wurde, kann keine Ordinationsgebühr verrechnet werden.";"0";"";"40";"";"";""
"";"1.8";"34k";"";"20100601";"";"Erhebung des körperlichen und geistigen Entwicklungsrückstandes bei cerebral geschädigten Kindern";"Kann auch von Fachärzten für Orthopädie und orthopädische Chirurgie sowie von Fachärzten für Neurologie und Psychiatrie verrechnet werden.";"0";"";"30";"";"";""
"";"1.8";"34a";"";"20100601";"";"EKG in Ruhe";"Ableitungen I, II, III, AVR, AVL, AVF, V1-6.";"0";"";"69";"";"";""
"";"1.8";"34b";"";"20100601";"";"Langer Streifen zur Arrhythmie-Diagnostik";"Ausgenommen bei Vorhofflimmern und absoluter Arrythmie (eine Ableitung mindestens zwei Minuten).";"0";"";"14";"";"";""
"";"1.8";"34c";"";"20100601";"";"Drei zusätzliche Ableitungen mit Begründung";"";"0";"";"14";"";"";""
"1.9";"";"";"";"20100601";"";"Sonderleistungen: Neurologie und Psychatrie";"";"0";"";"";"";"";""
"";"1.9";"35b";"";"20100601";"";"Ausführliche psychiatrische Exploration";"Höchstens einmal pro Fall und Kalenderhalbjahr verrechenbar. Die gleichzeitige Verrechnung einer Erstordination ist nicht möglich. Verrechenbar durch Fachärzte für Psychiatrie und Neurologie bzw. Neurologie und Psychiatrie sowie durch Fachärzte für Kinder- und Jugendheilkunde (Kinder- und Jugendneuropsychiatrie). Das Ergebnis der Exploration sowie die Diagnose sind zu dokumentieren. Die Dokumentation ist drei Jahre aufzubewahren.";"0";"20,19";"40";"";"";""
"";"1.9";"35j";"";"20100601";"";"ENG + EMG";"Die Pos. Nrn. 35h bis 35j	können in	10% der Fälle eigener Patienten pro Quartal verrechnet werden. Die Verrechenbarkeit ist an den Nachweis der Ausbildung gemäß den Richtlinien der ÖÄK gebunden.";"0";"19,20";"108";"";"";""
"";"1.9";"36b";"";"20100601";"";"Psychiatrische Notfallbehandlung (Krisenintervention),";"Nur bei Suizidgefahr bzw. akuten Exazerbationen bei Psychosen verrechenbar. Die gleichzeitige Verrechnung einer Erstordination ist nicht möglich. Ein Zuschlag für Zeitversäumnis kann erst bei einer Behandlungsdauer von mehr als 45 Minuten verrechnet werden.";"0";"";"98";"";"";""
"";"1.9";"36d";"";"20100601";"";"Psychotherapeutische Medizin";"Einzeltherapie 50 min.
Ab der 11. Sitzung nur mit ausreichender medizinischer Begründung und Prognose verrechenbar. Die gleichzeitige Verrechnung mit Pos. Nr. 36a, 36c, 36e, 36f sowie einer Erstordination ist nicht möglich. Überdies ist eine Grundleistung einmal zu Beginn eines Erkrankungsfalles verrechenbar. Im weiteren Verlauf nur bei Vorliegen einer weiteren ärztlichen Leistung unter
anderer Diagnose. Eine gleichzeitige Verrechnung mit der Position „PS Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch” ist innerhalb eines Quartals nur mit Begründung möglich. Verrechenbar durch Ärzte mit Diplom nach Modul III.";"0";"";"98";"";"";""
"";"1.9";"36e";"";"20100601";"";"Psychotherapeutische Medizin";"Einzeltherapie 25 min.
Ab der 11. Sitzung nur mit ausreichender medizinischer Begründung und Prognose verrechenbar. Die gleichzeitige Verrechnung mit Pos. Nr. 36a, 36c, 36d, 36f sowie einer Erstordination ist nicht möglich. Überdies ist eine Grundleistung einmal zu Beginn eines Erkrankungsfalles verrechenbar. Im weiteren Verlauf nur bei Vorliegen einer weiteren ärztlichen Leistung unter anderer Diagnose. Eine gleichzeitige Verrechnung mit der Position „PS Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch” ist innerhalb eines Quartals nur mit Begründung möglich. Verrechenbar durch Ärzte mit Diplom nach Modul III.";"0";"";"49";"";"";""
"";"1.9";"36f";"";"20100601";"";"Psychotherapeutische Medizin";"Gruppentherapie 90 min. (max. 10 Patienten), je Patient und Therapieeinheit.
Die gleichzeitige Verrechnung mit Pos. Nr. 36a, 36c, 36d, 36e sowie einer Erstordination ist nicht möglich. Überdies ist eine Grundleistung einmal zu Beginn eines Erkrankungsfalles verrechenbar. Im weiteren Verlauf nur bei Vorliegen einer weiteren ärztlichen Leistung unter anderer Diagnose. Eine gleichzeitige Verrechnung mit der Position „PS Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch” ist innerhalb eines Quartals nur mit Begründung möglich. Verrechenbar durch Ärzte mit Diplom nach Modul III.";"0";"";"11";"";"";""
"";"1.9";"35f";"";"20100601";"";"Komplette neurologische Statuserhebung mit Dokumentation";"Höchstens einmal pro Fall und Kalenderhalbjahr verrechenbar. Die gleichzeitige Verrechnung einer Erstordination ist nicht möglich.";"0";"20,19,8";"40";"";"";""
"";"1.9";"35i";"";"20100601";"";"EMG";"Die Pos. Nrn. 35h bis 35j	können in	10% der Fälle eigener Patienten pro Quartal verrechnet werden. Die Verrechenbarkeit ist an den Nachweis der Ausbildung gemäß den Richtlinien der ÖÄK gebunden.";"0";"";"68";"";"";""
"";"1.9";"35h";"";"20100601";"";"ENG";"Die Pos. Nrn. 35h bis 35j	können in	10% der Fälle eigener Patienten pro Quartal verrechnet werden. Die Verrechenbarkeit ist an den Nachweis der Ausbildung gemäß den Richtlinien der ÖÄK gebunden.";"0";"";"68";"";"";""
"";"1.9";"36a";"";"20100601";"";"Verbale Intervention bei psychiatrischen Krankheiten";"bzw. heilpädagogische Behandlung bei Kindern, Dauer im Allgemeinen 20 min.
1.) Behandlung eines psycho-pathologisch definierten Krankheitsbildes durch syndrombezogene verbale Intervention .
2.) Heilpädagogische Behandlung krankheitswertiger Verhaltensstörungen oder cerebraler Schädigungen bei Kindern. Die verbale Intervention bzw. die heilpädagogische Behandlung sowie die jeweiligen Diagnosen sind zu dokumentieren. Die Dokumentation ist 3 Jahre aufzubewahren.
Nicht gleichzeitig mit Pos.Nr. 36c, 36d, 36e, 36f sowie TA verrechenbar. Eine gleichzeitige Verrechnung mit der Position „PS Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch” ist innerhalb eines Quartals nur mit Begründung möglich. Eine Grundleistung ist einmal zu Beginn eines Erkrankungsfalles verrechenbar. Im weiteren Verlauf nur bei Vorliegen einer weiteren ärztlichen Leistung unter anderer Diagnose. 
Verrechenbar durch Ärzte mit Diplom nach Modul II oder III. Die verbale Intervention bzw. die heilpädagogische Behandlung sowie die erhobenen Diagnosen sind zu dokumentieren. Die Dokumentation ist drei Jahre aufzubewahren.";"0";"19,20,8";"27";"";"";""
"";"1.9";"36c";"";"20100601";"";"Psychotherapeutisch orientierte Abklärung vor Beginn der geplanten psychotherapeutischen Behandlung, 50 min.,";"Im Erkrankungsfall maximal dreimal verrechenbar. Die gleichzeitige Verrechnung mit Pos. Nr. 36a, 36d, 36e, 36f sowie einer Erstordination ist nicht möglich. Überdies ist eine Grundleistung einmal zu Beginn eines Erkrankungsfalles verrechenbar. Im weiteren Verlauf nur bei Vorliegen einer weiteren ärztlichen Leistung unter anderer Diagnose. Eine gleichzeitige Verrechnung mit der Position „PS Psychosomatisch orientiertes Diagnose- und Behandlungsgespräch” ist innerhalb eines Quartals nur mit Begründung möglich. 
Verrechenbar durch Ärzte mit Diplom nach Modul II oder III.";"0";"19,20,8";"98";"";"";""
"";"1.9";"35e";"";"20100601";"";"Ausführliche Fremdanamnese";"Mit Bezugspersonen im Zuge der Behandlung eines psychiatrisch Kranken (ICD9-WHO Code 290-319)/neurologisch Kranken (ICD9-WHO Code 345, 347, 435, 780.0, 780.2, 780.3).
Eine Ordination/Visite ist gleichzeitig nicht verrechenbar. Verrechenbar durch Ärzte mit Diplom nach Modul II oder III. Das Ergebnis der Fremdanamnese ist zu dokumentieren. Die Dokumentation ist drei Jahre aufzubewahren.";"0";"19,20,8";"26";"";"";""
"1.10";"";"";"";"20100601";"";"Sonderleistungen: Haut- und Geschlechtskrankheiten und der Urologie";"";"0";"";"";"";"";""
"";"1.10";"38a";"";"20100601";"";"Katheterismus der männlichen Harnblase";"";"0";"";"10";"";"";""
"";"1.10";"38b";"";"20100601";"";"Katheterismus der weiblichen Harnblase";"";"0";"";"5";"";"";""
"";"1.10";"38c";"";"20100601";"";"Einlegen eines Verweilkatheters, Verweilbougies";"";"0";"";"10";"";"";""
"";"1.10";"38d";"";"20100601";"";"Blasenspülung";"";"0";"";"4";"";"";""
"";"1.10";"38e";"";"20100601";"";"Erste Strikturdehnung der Harnröhre";"";"0";"";"16";"";"";""
"";"1.10";"38f";"";"20100601";"";"Weitere Strikturdehnung";"";"0";"";"8";"";"";""
"";"1.10";"38g";"";"20100601";"";"Einspritzung, Einträufeln und Spülung der vorderen Harnröhre";"";"0";"";"5";"";"";""
"";"1.10";"38h";"";"20100601";"";"Einspritzung, Einträufeln und Spülung der hinteren Harnröhre mit Einführung von Instrumenten, Sondierung der hinteren Harnröhre";"";"0";"";"10";"";"";""
"";"1.10";"38i";"";"20100601";"";"Tiefe Instillation";"";"0";"";"3";"";"";""
"";"1.10";"38k";"";"20100601";"";"Kühlsonde";"";"0";"";"8";"";"";""
"";"1.10";"38l";"";"20100601";"";"Exkochleation kleiner spitzer Kondylome und kleiner Warzen";"";"0";"";"15";"";"";""
"";"1.10";"38m";"";"20100601";"";"Kaustik, ausgenommen Warzen";"Siehe Position 26d und 26e";"0";"";"15";"";"";""
"";"1.10";"38n";"";"20100601";"";"Elektrolyse";"";"0";"";"15";"";"";""
"";"1.10";"38o";"";"20100601";"";"Zurückbringung oder Dehnung der Paraphimose";"";"0";"";"8";"";"";""
"";"1.10";"38p";"";"20100601";"";"Durchtrennung des Frenulum einschließlich Naht";"";"0";"";"40";"";"R I";""
"";"1.10";"38q";"";"20100601";"";"Nierenbeckenspülung";"Einschließlich Endoskopie.";"0";"";"140";"";"";""
"";"1.10";"38r";"";"20100601";"";"Kryotherapie je Sitzung";"";"0";"";"15";"";"";""
"";"1.10";"38t";"";"20100601";"";"Prostatamassage";"";"0";"";"5";"";"";""
"";"1.10";"38u";"";"20100601";"";"Honorarzuschlag für Radium- oder Thoriumbestrahlung je Stunde";"";"0";"5";"10";"";"";""
"";"1.10";"38v";"";"20100601";"";"Hautfunktionsprüfung als Läppchenprobe";"";"0";"5";"6";"";"";""
"";"1.10";"38w";"";"20100601";"";"Blaseninstillation mit Zytostatika";"";"0";"16";"19";"";"";""
"";"1.10";"38zz";"";"20100601";"";"Photochemotherapie ab der 17. Behandlung";"";"0";"5";"11";"";"";""
"";"1.10";"38yy";"";"20100601";"";"Phototherapie, je Behandlung ab der 17. Behandlung";"";"0";"5";"8";"";"";""
"";"1.10";"38x";"";"20100601";"";"Wechsel eines suprapubischen Katheters";"";"0";"16";"10";"";"";""
"";"1.10";"38y";"";"20100601";"";"Phototherapie, je Behandlung, 1. bis 16. Behandlung";"";"0";"";"12";"";"";""
"";"1.10";"37h";"";"20100601";"";"Dreigläserprobe zur Abklärung von Urethritis-Prostatitis";"Mit dreimaliger Beurteilung des Zentrifugates (nur durch Fachärzte für Urologie in höchstens 20 % der Behandlungsfälle verrechenbar).";"0";"16";"10";"";"";""
"";"1.10";"37g";"";"20100601";"";"Uroflowmetrie";"Einschließlich Registrierung (nur durch Fachärzte für Urologie in höchstens 20 % der
Behandlungsfälle verrechenbar).";"0";"16";"15";"";"";""
"";"1.10";"37i";"";"20100601";"";"Ultraschall gezielte Mehrfachbiopsie der Prostata (inkl. Punktionsnadeln)";"1. und 2. Biopsie je";"0";"";"45";"";"";""
"";"1.10";"37k";"";"20100601";"";"Ultraschall gezielte Mehrfachbiopsie der Prostata (inkl. Punktionsnadeln)";"Ab der dritten Biopsie je
Bis maximal vier weitere verrechenbar, darüber mit medizinischer Begründung.";"0";"";"15";"";"";""
"";"1.10";"38z";"";"20100601";"";"Photochemotherapie, je Behandlung 1.-16. Behandlung";"";"0";"";"16";"";"";""
"";"1.10";"38j";"";"20100601";"";"Auflichtuntersuchung/Dermatoskopie";"Ganzkörperuntersuchung von pigmentierten und nichtpigmentierten Hauttumoren mit dem Derma-toskop inklusive Dokumentation und Beratung für notwendige Therapie und Prophylaxe pro suspekter Läsion.
Höchstens verrechenbar in 10% der Fälle pro Quartal, 6 Läsionen pro Patient und Jahr.";"0";"";"4";"";"";""
"1.11";"";"";"";"20100601";"";"Phyikalische Behandlung";"Durch Ärzte für Allgemeinmedizin und Fachärzte.";"0";"";"";"";"";""
"";"1.11";"p 1a";"";"20100601";"";"Manuelle Massage";"";"0";"";"12";"";"";""
"";"1.11";"p 1b";"";"20100601";"";"Apparatemassage";"";"0";"";"6";"";"";""
"";"1.11";"p 1c";"";"20100601";"";"Pneumomassage des Trommelfells";"";"0";"";"8";"";"";""
"";"1.11";"p 2a";"";"20100601";"";"Einzelheilgymnastik";"";"0";"";"12";"";"";""
"";"1.11";"p 2b";"";"20100601";"";"Extensionsbehandlung, Quengeln";"";"0";"";"6";"";"";""
"";"1.11";"p 2c";"";"20100601";"";"Heilgymnastik in der Kleingruppe";"";"0";"";"5";"";"";""
"";"1.11";"p 3a";"";"20100601";"";"Anwendung von Wärmelampen";"Sollux, Rotlicht, Blaulicht, Profundus o. Ä.";"0";"";"6";"";"";""
"";"1.11";"p 3b";"";"20100601";"";"Quarzbestrahlung";"";"0";"";"8";"";"";""
"";"1.11";"p 3c";"";"20100601";"";"Heißluft";"";"0";"";"8";"";"";""
"";"1.11";"p 3d";"";"20100601";"";"Faradisation, Galvanisation, Hochfrequenz, Schwellstrom";"";"0";"";"9";"";"";""
